"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-03","2024","04","03","","10.0","","4.3","","7.2","","10.8","","0.0","","0.0","","0.0","","0.0","","","","22","","42",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-04","2024","04","04","","10.1","","3.7","","6.9","","11.1","","0.0","","0.0","","0.0","","0.0","","","","29","","52",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-05","2024","04","05","","11.9","","4.8","","8.4","","9.6","","0.0","","0.0","","0.0","","0.0","","","","29","","31",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-06","2024","04","06","","11.8","","3.2","","7.5","","10.5","","0.0","","0.8","","0.0","","0.8","","","","9","","31",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-07","2024","04","07","","12.7","","4.8","","8.8","","9.2","","0.0","","0.2","","0.0","","0.2","","","","16","","38",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-08","2024","04","08","","9.6","","5.9","","7.8","","10.2","","0.0","","8.8","","0.0","","8.8","","","","11","","50",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-09","2024","04","09","","12.8","","5.7","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","","","26","","34",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-10","2024","04","10","","13.8","","2.8","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-11","2024","04","11","","10.2","","7.2","","8.7","","9.3","","0.0","","5.0","","0.0","","5.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-12","2024","04","12","","11.6","","6.7","","9.2","","8.8","","0.0","","0.2","","0.0","","0.2","","","","28","","44",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-13","2024","04","13","","12.5","","7.0","","9.8","","8.2","","0.0","","0.0","","0.0","","0.0","","","","30","","42",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-14","2024","04","14","","12.7","","4.6","","8.7","","9.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-15","2024","04","15","","","M","","M","","M","","M","","M","0.4","","0.0","","0.4","","","","25","","48",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-16","2024","04","16","","11.8","","5.3","","8.6","","9.4","","0.0","","0.0","","0.0","","0.0","","","","29","","50",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-17","2024","04","17","","12.6","","0.0","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-18","2024","04","18","","14.1","","2.5","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","","","29","","35",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-19","2024","04","19","","15.5","","2.7","","9.1","","8.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-20","2024","04","20","","20.7","","4.0","","12.4","","5.6","","0.0","","1.4","","0.0","","1.4","","","","24","","67",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-21","2024","04","21","","13.5","","5.8","","9.7","","8.3","","0.0","","0.0","","0.0","","0.0","","","","18","","41",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-22","2024","04","22","","13.8","","3.5","","8.7","","9.3","","0.0","","0.0","","0.0","","0.0","","","","29","","32",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-23","2024","04","23","","18.4","","3.3","","10.9","","7.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-24","2024","04","24","","12.1","","8.8","","10.5","","7.5","","0.0","","3.3","","0.0","","3.3","","","","31","","42",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-25","2024","04","25","","10.7","","8.0","","9.4","","8.6","","0.0","","21.7","","0.0","","21.7","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-26","2024","04","26","","14.6","","8.7","","11.7","","6.3","","0.0","","6.6","","0.0","","6.6","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-27","2024","04","27","","11.1","","8.8","","10.0","","8.0","","0.0","","6.8","","0.0","","6.8","","","","14","","40",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-28","2024","04","28","","12.8","","7.9","","10.4","","7.6","","0.0","","0.5","","0.0","","0.5","","","","20","","46",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-29","2024","04","29","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","22","","37",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-04-30","2024","04","30","","12.7","","5.1","","8.9","","9.1","","0.0","","0.2","","0.0","","0.2","","","","28","","32",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-01","2024","05","01","","14.3","","4.2","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-02","2024","05","02","","15.7","","3.7","","9.7","","8.3","","0.0","","0.0","","0.0","","0.0","","","","29","","31",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-03","2024","05","03","","20.2","","6.7","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-04","2024","05","04","","16.6","","10.1","","13.4","","4.6","","0.0","","0.0","","0.0","","0.0","","","","29","","43",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-05","2024","05","05","","13.1","","9.7","","11.4","","6.6","","0.0","","4.7","","0.0","","4.7","","","","20","","43",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-06","2024","05","06","","15.1","","8.0","","11.6","","6.4","","0.0","","0.2","","0.0","","0.2","","","","28","","42",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-07","2024","05","07","","18.3","","8.1","","13.2","","4.8","","0.0","","0.0","","0.0","","0.0","","","","28","","48",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-08","2024","05","08","","15.7","","6.2","","11.0","","7.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-09","2024","05","09","","18.1","","5.7","","11.9","","6.1","","0.0","","0.0","","0.0","","0.0","","","","30","","37",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-10","2024","05","10","","21.1","","7.8","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-11","2024","05","11","","20.5","","9.7","","15.1","","2.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-12","2024","05","12","","","","","","","","","","","","","","","","","","","","","","",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-13","2024","05","13","","","","","","","","","","","","","","","","","","","","","","",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-14","2024","05","14","","","","","","","","","","","","","","","","","","","","","","",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-15","2024","05","15","","","","","","","","","","","","","","","","","","","","","","",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-16","2024","05","16","","","","","","","","","","","","","","","","","","","","","","",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-17","2024","05","17","","","","","","","","","","","","","","","","","","","","","","",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-18","2024","05","18","","","","","","","","","","","","","","","","","","","","","","",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-19","2024","05","19","","","","","","","","","","","","","","","","","","","","","","",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-20","2024","05","20","","","","","","","","","","","","","","","","","","","","","","",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-21","2024","05","21","","","","","","","","","","","","","","","","","","","","","","",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-22","2024","05","22","","","","","","","","","","","","","","","","","","","","","","",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-23","2024","05","23","","","","","","","","","","","","","","","","","","","","","","",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-24","2024","05","24","","","","","","","","","","","","","","","","","","","","","","",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-25","2024","05","25","","","","","","","","","","","","","","","","","","","","","","",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-26","2024","05","26","","","","","","","","","","","","","","","","","","","","","","",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-27","2024","05","27","","","","","","","","","","","","","","","","","","","","","","",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-28","2024","05","28","","","","","","","","","","","","","","","","","","","","","","",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-29","2024","05","29","","","","","","","","","","","","","","","","","","","","","","",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-30","2024","05","30","","","","","","","","","","","","","","","","","","","","","","",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-05-31","2024","05","31","","","","","","","","","","","","","","","","","","","","","","",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-01","2024","06","01","","","","","","","","","","","","","","","","","","","","","","",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-02","2024","06","02","","","","","","","","","","","","","","","","","","","","","","",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-03","2024","06","03","","","","","","","","","","","","","","","","","","","","","","",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-06-04","2024","06","04","","","","","","","","","","","","","","","","","","","","","","",""
